id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas
1,2025-01-01T00:00:18.587000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,,,,"Image captured: 640x480, 20522 bytes"
2,2025-01-01T00:00:20.111000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.5,,,"Image captured: 640x480, 21437 bytes"
3,2025-01-01T00:00:22.131000,ESP,ESP32,2A,,,,,,00:02.0,,,"Image captured: 640x480, 12731 bytes"
4,2025-01-01T00:00:23.761000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 640x480, 13465 bytes"
5,2025-01-01T00:00:25.927000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.2,,,"Image captured: 1024x768, 15995 bytes"
6,2025-01-01T00:00:27.566000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.6,,,"Image captured: 1024x768, 32478 bytes"
7,2025-01-01T00:00:28.634000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,"Image captured: 1024x768, 34219 bytes"
8,2025-01-01T00:00:28.831000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,"Image captured: 1024x768, 16286 bytes"
9,2025-01-01T00:00:29.707000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,"Image captured: 1024x768, 36769 bytes"
10,2025-01-01T00:00:30.435000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,"Image captured: 1024x768, 30538 bytes"
11,2025-01-01T00:00:30.789000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,"Image captured: 1024x768, 31693 bytes"
12,2025-01-01T00:00:31.586000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 46868 bytes"
13,2025-01-01T00:00:31.866000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 30765 bytes"
14,2025-01-01T00:00:32.678000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 44824 bytes"
15,2025-01-01T00:00:32.934000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 34308 bytes"
16,2025-01-01T00:00:33.006000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 16039 bytes"
17,2025-01-01T00:00:33.759000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 42363 bytes"
18,2025-01-01T00:00:34.006000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,"Image captured: 1024x768, 35179 bytes"
19,2025-01-01T00:00:34.559000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 16222 bytes"
20,2025-01-01T00:00:35.625000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21853 bytes"
21,2025-01-01T00:00:35.862000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,"Image captured: 1024x768, 47450 bytes"
22,2025-01-01T00:00:36.581000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,"Image captured: 1024x768, 35513 bytes"
23,2025-01-01T00:00:36.687000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 21992 bytes"
24,2025-01-01T00:00:36.975000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 45706 bytes"
25,2025-01-01T00:00:37.745000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 23245 bytes"
26,2025-01-01T00:00:38.749000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 16131 bytes"
27,2025-01-01T00:00:38.801000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 20860 bytes"
28,2025-01-01T00:00:40.090000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.3,,,"Image captured: 1024x768, 46097 bytes"
29,2025-01-01T00:00:40.161000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 36164 bytes"
30,2025-01-01T00:00:40.294000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 16421 bytes"
31,2025-01-01T00:00:40.868000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 21277 bytes"
32,2025-01-01T00:00:41.844000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 19041 bytes"
33,2025-01-01T00:00:42.528000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 21112 bytes"
34,2025-01-01T00:00:42.899000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 18935 bytes"
35,2025-01-01T00:00:43.648000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 21567 bytes"
36,2025-01-01T00:00:43.953000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 19292 bytes"
37,2025-01-01T00:00:45.132000,ESP,ESP32,2A,,,,,,00:01.2,,,"Image captured: 1024x768, 18606 bytes"
38,2025-01-01T00:00:46.205000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 19959 bytes"
39,2025-01-01T00:00:47.204000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 21264 bytes"
40,2025-01-01T00:00:47.760000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 20314 bytes"
41,2025-01-01T00:00:48.823000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21243 bytes"
42,2025-01-01T00:00:50.275000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 21859 bytes"
43,2025-01-01T00:00:50.392000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 21762 bytes"
44,2025-01-01T00:00:51.459000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21042 bytes"
45,2025-01-01T00:00:51.487000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 20683 bytes"
46,2025-01-01T00:00:51.773000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.3,,,"Image captured: 1024x768, 16345 bytes"
47,2025-01-01T00:00:52.518000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 22685 bytes"
48,2025-01-01T00:00:52.677000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,"Image captured: 1024x768, 46609 bytes"
49,2025-01-01T00:00:53.567000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 22917 bytes"
50,2025-01-01T00:00:54.076000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 23187 bytes"
51,2025-01-01T00:00:55.068000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 16117 bytes"
52,2025-01-01T00:00:55.135000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 22210 bytes"
53,2025-01-01T00:00:55.714000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 22153 bytes"
54,2025-01-01T00:00:55.784000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 15997 bytes"
55,2025-01-01T00:00:56.621000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 16117 bytes"
56,2025-01-01T00:00:56.776000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 22897 bytes"
57,2025-01-01T00:00:57.190000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 21569 bytes"
58,2025-01-01T00:00:57.345000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 16134 bytes"
59,2025-01-01T00:00:57.673000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 19007 bytes"
60,2025-01-01T00:00:57.897000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 20189 bytes"
61,2025-01-01T00:00:58.245000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 20205 bytes"
62,2025-01-01T00:00:58.734000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 19552 bytes"
63,2025-01-01T00:00:58.958000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 19636 bytes"
64,2025-01-01T00:00:59.307000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 21388 bytes"
65,2025-01-01T00:00:59.792000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 19256 bytes"
66,2025-01-01T00:00:59.838000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 24288 bytes"
67,2025-01-01T00:01:00.084000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 19431 bytes"
68,2025-01-01T00:01:00.645000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 19499 bytes"
69,2025-01-01T00:01:00.844000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 19385 bytes"
70,2025-01-01T00:01:00.874000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 21098 bytes"
71,2025-01-01T00:01:01.395000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 24260 bytes"
72,2025-01-01T00:01:01.448000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 15987 bytes"
73,2025-01-01T00:01:01.712000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 19169 bytes"
74,2025-01-01T00:01:01.910000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 19180 bytes"
75,2025-01-01T00:01:01.940000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 20750 bytes"
76,2025-01-01T00:01:02.781000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 18151 bytes"
77,2025-01-01T00:01:03.005000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 23253 bytes"
78,2025-01-01T00:01:03.463000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 18422 bytes"
79,2025-01-01T00:01:03.874000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 18203 bytes"
80,2025-01-01T00:01:04.519000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 18723 bytes"
81,2025-01-01T00:01:04.561000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 21896 bytes"
82,2025-01-01T00:01:05.346000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 46221 bytes"
83,2025-01-01T00:01:05.440000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 18207 bytes"
84,2025-01-01T00:01:05.572000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 22588 bytes"
85,2025-01-01T00:01:05.615000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 22278 bytes"
86,2025-01-01T00:01:06.086000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 19988 bytes"
87,2025-01-01T00:01:06.680000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 21642 bytes"
88,2025-01-01T00:01:07.141000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 20174 bytes"
89,2025-01-01T00:01:07.458000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 24969 bytes"
90,2025-01-01T00:01:08.137000,ESP,ESP32,2A,,,,,,00:00.7,,,"Image captured: 1024x768, 22959 bytes"
91,2025-01-01T00:01:08.234000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 20418 bytes"
92,2025-01-01T00:01:08.360000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 16669 bytes"
93,2025-01-01T00:01:09.211000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 23916 bytes"
94,2025-01-01T00:01:09.291000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 20297 bytes"
95,2025-01-01T00:01:10.274000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 20678 bytes"
96,2025-01-01T00:01:11.354000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 20612 bytes"
97,2025-01-01T00:01:11.843000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 20002 bytes"
98,2025-01-01T00:01:12.898000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 19306 bytes"
99,2025-01-01T00:01:13.050000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 16008 bytes"
100,2025-01-01T00:01:13.955000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 20091 bytes"
101,2025-01-01T00:01:15.025000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 20385 bytes"
102,2025-01-01T00:01:16.079000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 20227 bytes"
103,2025-01-01T00:01:16.514000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 16158 bytes"
104,2025-01-01T00:01:17.636000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 20027 bytes"
105,2025-01-01T00:01:23.698000,ESP,ESP32,2A,,,,,,00:06.1,,,"Image captured: 1024x768, 20998 bytes"
106,2025-01-01T00:01:23.941000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 22234 bytes"
107,2025-01-01T00:01:24.074000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 26062 bytes"
108,2025-01-01T00:01:24.124000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 21668 bytes"
109,2025-01-01T00:01:27.635000,ESP,ESP32,2A,,,,,,00:03.5,,,"Image captured: 1024x768, 16017 bytes"
110,2025-01-01T00:01:27.762000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 640x480, 12827 bytes"
111,2025-01-01T00:01:29.796000,ESP,ESP32,2A,,,,,,00:02.0,,,"Image captured: 640x480, 16353 bytes"
112,2025-01-01T00:01:32.823000,ESP,ESP32,2A,,,,,,00:03.0,,,"Image captured: 640x480, 24392 bytes"
113,2025-01-01T00:01:32.989000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,"Image captured: 1024x768, 44514 bytes"
114,2025-01-01T00:01:34.196000,ESP,ESP32,2A,,,,,,00:01.2,,,"Image captured: 1024x768, 20228 bytes"
115,2025-01-01T00:01:34.610000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 16861 bytes"
116,2025-01-01T00:01:35.689000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,"Image captured: 1024x768, 43774 bytes"
117,2025-01-01T00:01:37.777000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 36952 bytes"
118,2025-01-01T00:01:38.532000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.8,,,"Image captured: 1024x768, 24480 bytes"
119,2025-01-01T00:01:39.609000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 16121 bytes"
120,2025-01-01T00:01:41.352000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.7,,,"Image captured: 1024x768, 35013 bytes"
121,2025-01-01T00:01:41.663000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 17069 bytes"
122,2025-01-01T00:01:42.716000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 23967 bytes"
123,2025-01-01T00:01:43.822000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21927 bytes"
124,2025-01-01T00:01:44.717000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 16284 bytes"
125,2025-01-01T00:01:44.882000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 25578 bytes"
126,2025-01-01T00:01:44.966000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 39301 bytes"
127,2025-01-01T00:01:45.953000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 25276 bytes"
128,2025-01-01T00:01:47.015000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 23903 bytes"
129,2025-01-01T00:01:47.280000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 21801 bytes"
130,2025-01-01T00:01:48.078000,ESP,ESP32,2A,,,,,,00:00.8,,,"Image captured: 1024x768, 25858 bytes"
131,2025-01-01T00:01:49.136000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 26615 bytes"
132,2025-01-01T00:01:49.204000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 23256 bytes"
133,2025-01-01T00:01:50.285000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 26366 bytes"
134,2025-01-01T00:01:51.155000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,"Image captured: 1024x768, 41957 bytes"
135,2025-01-01T00:01:52.193000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 25416 bytes"
136,2025-01-01T00:01:52.618000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.4,,,"Image captured: 1024x768, 25724 bytes"
137,2025-01-01T00:01:52.815000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 20163 bytes"
138,2025-01-01T00:01:53.247000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 25756 bytes"
139,2025-01-01T00:01:54.818000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 24981 bytes"
140,2025-01-01T00:01:54.933000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 21851 bytes"
141,2025-01-01T00:01:55.800000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,"Image captured: 1024x768, 41041 bytes"
142,2025-01-01T00:01:56.119000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 26151 bytes"
143,2025-01-01T00:01:58.884000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.8,,,"Image captured: 1024x768, 41298 bytes"
144,2025-01-01T00:02:00.970000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:02.1,,,"Image captured: 1024x768, 41399 bytes"
145,2025-01-01T00:02:01.303000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 20907 bytes"
146,2025-01-01T00:02:02.193000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 27046 bytes"
147,2025-01-01T00:02:03.055000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,"Image captured: 1024x768, 41895 bytes"
148,2025-01-01T00:02:05.024000,ESP,ESP32,2A,,,,,,00:02.0,,,"Image captured: 1024x768, 22834 bytes"
149,2025-01-01T00:02:05.133000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 42911 bytes"
150,2025-01-01T00:02:06.802000,ESP,ESP32,2A,,,,,,00:01.7,,,"Image captured: 1024x768, 19930 bytes"
151,2025-01-01T00:02:07.211000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.4,,,"Image captured: 1024x768, 26478 bytes"
152,2025-01-01T00:02:07.222000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Image captured: 1024x768, 41550 bytes"
153,2025-01-01T00:02:07.328000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 27254 bytes"
154,2025-01-01T00:02:08.377000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 26326 bytes"
155,2025-01-01T00:02:09.308000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,"Image captured: 1024x768, 42761 bytes"
156,2025-01-01T00:02:09.949000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 25152 bytes"
157,2025-01-01T00:02:11.384000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.4,,,"Image captured: 1024x768, 42997 bytes"
158,2025-01-01T00:02:12.405000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 20040 bytes"
159,2025-01-01T00:02:13.468000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,"Image captured: 1024x768, 43158 bytes"
160,2025-01-01T00:02:15.068000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.6,,,"Image captured: 1024x768, 42728 bytes"
161,2025-01-01T00:02:15.102000,ESP,ESP32,2A,,,,,,00:00.0,,,"Image captured: 1024x768, 24454 bytes"
162,2025-01-01T00:02:16.531000,ESP,ESP32,2A,,,,,,00:01.4,,,"Image captured: 1024x768, 25109 bytes"
163,2025-01-01T00:02:16.646000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43299 bytes"
164,2025-01-01T00:02:17.607000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 27564 bytes"
165,2025-01-01T00:02:18.239000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,"Image captured: 1024x768, 43371 bytes"
166,2025-01-01T00:02:18.666000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 24939 bytes"
167,2025-01-01T00:02:19.736000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 21537 bytes"
168,2025-01-01T00:02:19.811000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 42843 bytes"
169,2025-01-01T00:02:20.788000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 19512 bytes"
170,2025-01-01T00:02:20.797000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.0,,,"Image captured: 1024x768, 26908 bytes"
171,2025-01-01T00:02:21.843000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 19605 bytes"
172,2025-01-01T00:02:21.892000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Image captured: 1024x768, 43239 bytes"
173,2025-01-01T00:02:22.448000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 20017 bytes"
174,2025-01-01T00:02:22.905000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 21952 bytes"
175,2025-01-01T00:02:23.978000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,"Image captured: 1024x768, 43807 bytes"
176,2025-01-01T00:02:24.641000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.7,,,"Image captured: 1024x768, 15987 bytes"
177,2025-01-01T00:02:24.970000,ESP,ESP32,2A,,,,,,00:00.3,,,"Image captured: 1024x768, 22678 bytes"
178,2025-01-01T00:02:26.029000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 27424 bytes"
179,2025-01-01T00:02:26.227000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 15987 bytes"
180,2025-01-01T00:02:26.567000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 42710 bytes"
181,2025-01-01T00:02:27.092000,ESP,ESP32,2A,,,,,,00:00.5,,,"Image captured: 1024x768, 27123 bytes"
182,2025-01-01T00:02:27.287000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 23190 bytes"
183,2025-01-01T00:02:28.153000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25347 bytes"
184,2025-01-01T00:02:28.339000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.2,,,"Image captured: 1024x768, 28261 bytes"
185,2025-01-01T00:02:28.657000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,"Image captured: 1024x768, 44789 bytes"
186,2025-01-01T00:02:29.278000,ESP,ESP32,2A,,,,,,00:00.6,,,"Image captured: 1024x768, 23458 bytes"
187,2025-01-01T00:02:29.412000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 25052 bytes"
188,2025-01-01T00:02:30.336000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25475 bytes"
189,2025-01-01T00:02:30.477000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 22998 bytes"
190,2025-01-01T00:02:31.245000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 44280 bytes"
191,2025-01-01T00:02:31.413000,ESP,ESP32,2A,,,,,,00:00.2,,,"Image captured: 1024x768, 24671 bytes"
192,2025-01-01T00:02:31.539000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 24395 bytes"
193,2025-01-01T00:02:32.473000,ESP,ESP32,2A,,,,,,00:00.9,,,"Image captured: 1024x768, 25397 bytes"
194,2025-01-01T00:02:32.616000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.1,,,"Image captured: 1024x768, 29398 bytes"
195,2025-01-01T00:02:33.451000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Image captured: 1024x768, 44209 bytes"
196,2025-01-01T00:02:34.556000,ESP,ESP32,2A,,,,,,00:01.1,,,"Image captured: 1024x768, 24779 bytes"
197,2025-01-01T00:02:35.043000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,"Image captured: 1024x768, 44177 bytes"
198,2025-01-01T00:02:36.555000,ESP,ESP32,2A,,,,,,00:01.5,,,"Image captured: 1024x768, 20644 bytes"
199,2025-01-01T00:02:36.632000,ESP,ESP32,2A,,,,,,00:00.1,,,"Image captured: 1024x768, 27220 bytes"
200,2025-01-01T00:02:37.128000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,"Image captured: 1024x768, 44130 bytes"
201,2025-01-01T00:02:38.121000,ESP,ESP32,2A,,,,,,00:01.0,,,"Image captured: 1024x768, 23798 bytes"
202,2025-01-01T00:02:38.695000,ESP,ESP32,"3.3, 3.4",,,,,,00:00.6,,,"Image captured: 1024x768, 25858 bytes"
203,2025-01-01T00:02:38.765000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,"Image captured: 1024x768, 43613 bytes"
204,2025-01-01T00:02:39.202000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 24966 bytes"
205,2025-01-01T00:02:40.356000,ESP,ESP32,"2B, 3.5, 3.6",,,,,,00:01.2,,,"Image captured: 1024x768, 42862 bytes"
206,2025-01-01T00:02:40.758000,ESP,ESP32,2A,,,,,,00:00.4,,,"Image captured: 1024x768, 25778 bytes"
207,2025-01-01T00:02:42.314000,ESP,ESP32,2A,,,,,,00:01.6,,,"Image captured: 1024x768, 24580 bytes"
